"outcome","rv0","apply","Z","D"
1,-0.1990875,0,0,0
1,-0.86333333333334,0,0,0
1,0.9499375,0,1,0
1,0.36458536585366,0,1,0
1,-0.41760975609756,0,0,0
1,-0.58874509803922,0,0,0
1,0.84943157894736,0,1,0
1,0.6164350877193,0,1,0
1,0.44552845528456,0,1,0
1,-0.8479512195122,0,0,0
1,0.79642276422764,0,1,0
1,0.11139215686274,0,1,0
1,0.20033529411764,0,1,0
1,0.80126829268292,0,1,0
1,-0.34658536585366,0,0,0
1,0.82624203821656,0,1,0
1,-0.10341463414634,0,0,0
1,-0.31642105263158,0,0,0
1,-0.1069105691057,0,0,0
1,-0.77579617834394,0,0,0
1,-0.5669918699187,0,0,0
1,-0.78269918699186,0,0,0
1,-0.37572357723578,0,0,0
1,-0.969,0,0,0
1,0.66892631578948,0,1,0
1,-0.55284552845528,0,0,0
1,0.55803921568628,0,1,0
1,0.09340350877192,0,1,0
1,0.872175,0,1,0
1,0.2034,0,1,0
1,0.72,0,1,0
1,0.78721951219512,0,1,0
1,0.33642276422764,0,1,0
1,0.81969122807018,0,1,0
1,0.4391568627451,0,1,0
1,0.58951219512196,0,1,0
1,0.71941176470588,0,1,0
1,0.99134959349594,0,1,0
1,0.77745098039216,0,1,0
1,-0.68946341463414,0,0,0
1,-0.6001403508772,0,0,0
1,-0.89118699186992,0,0,0
1,-0.12235772357724,0,0,0
1,0.3039674796748,0,1,0
1,-0.00479674796748004,0,0,0
1,-0.2763725490196,0,0,0
1,0.4137843137255,0,1,0
1,0.2,0,1,0
1,-0.56435772357724,0,0,0
1,-0.45583739837398,0,0,0
1,-0.77039024390244,0,0,0
1,0.5135294117647,0,1,0
1,-0.37409803921568,0,0,0
1,-0.79889430894308,0,0,0
1,0.6115294117647,0,1,0
1,0.68250406504066,0,1,0
1,-0.34532195121952,0,0,0
1,-0.61019512195122,0,0,0
1,0.9570947368421,0,1,0
1,0.50718699186992,0,1,0
1,-0.8336274509804,0,0,0
1,-0.36209756097562,0,0,0
1,-0.0727843137255,0,0,0
1,0.11607843137254,0,1,0
1,0.95498039215686,0,1,0
1,-0.50660162601626,0,0,0
1,0.17234146341464,0,1,0
1,-0.28372357723578,0,0,0
1,-0.94256842105264,0,0,0
1,0.83175609756098,0,1,0
1,0.78327450980392,0,1,0
1,-0.0502941176470598,0,0,0
1,-0.40339215686274,0,0,0
1,0.75735294117648,0,1,0
1,0.10870175438596,0,1,0
1,0.68156862745098,0,1,0
1,-0.76220350877192,0,0,0
1,-0.76256862745098,0,0,0
1,-0.55658823529412,0,0,0
1,0.1910406504065,0,1,0
1,0.334125,0,1,0
1,-0.86888235294118,0,0,0
1,-0.0108943089430799,0,0,0
1,-0.5763725490196,0,0,0
1,-0.18784713375796,0,0,0
1,-0.00985365853658004,0,0,0
1,-0.3176862745098,0,0,0
1,0.000764227642280093,0,1,0
1,0.1720325203252,0,1,0
1,0.20544715447154,0,1,0
1,-0.22264705882352,0,0,0
1,-0.82434146341464,0,0,0
1,-0.00862745098039995,0,0,0
1,-0.78488421052632,0,0,0
1,-0.9821568627451,0,0,0
1,0.1681403508772,0,1,0
1,-0.59237398373984,0,0,0
1,-0.21849019607844,0,0,0
1,0.0320325203251999,0,1,0
1,-0.32125203252032,0,0,0
1,0.28035294117648,0,1,0
1,-0.7000325203252,0,0,0
1,0.99879674796748,0,1,0
1,0.5999349593496,0,1,0
1,0.24422929936306,0,1,0
1,-0.16588235294118,0,0,0
1,0.42016260162602,0,1,0
1,0.1200325203252,0,1,0
1,0.08951219512196,0,1,0
1,-0.73803921568628,0,0,0
1,0.27448780487804,0,1,0
1,-0.0219186991869999,0,0,0
1,-0.80528455284552,0,0,0
1,-0.20996078431372,0,0,0
1,-0.6030894308943,0,0,0
1,-0.4080162601626,0,0,0
1,-0.96934959349594,0,0,0
1,-0.7399349593496,0,0,0
1,0.8539024390244,0,1,0
1,-0.30219512195122,0,0,0
1,-0.68086178861788,0,0,0
1,0.14276422764228,0,1,0
1,0.27060162601626,0,1,0
1,-0.0885203252032599,0,0,0
1,-0.1260162601626,0,0,0
1,-0.88115447154472,0,0,0
1,0.7971568627451,0,1,0
1,0.94690196078432,0,1,0
1,0.17098039215686,0,1,0
1,0.66807643312102,0,1,0
1,0.0510569105691,0,1,0
1,-0.8299837398374,0,0,0
1,-0.9406862745098,0,0,0
1,0.51033333333334,0,1,0
1,-0.92113821138212,0,0,0
1,-0.5901568627451,0,0,0
1,0.26968152866242,0,1,0
1,0.0386341463414599,0,1,0
1,-0.20473170731708,0,0,0
1,0.40192156862746,0,1,0
1,-0.59827642276422,0,0,0
1,-0.34725490196078,0,0,0
1,0.6940650406504,0,1,0
1,-0.11000701754386,0,0,0
1,0.77788617886178,0,1,0
1,0.8856862745098,0,1,0
1,0.00760975609755988,0,1,0
1,-0.0877192982456199,0,0,0
1,-0.80258823529412,0,0,0
1,0.11840650406504,0,1,0
1,-0.0326666666666599,0,0,0
1,0.28180487804878,0,1,0
1,0.78904458598726,0,1,0
1,-0.0796747967479601,0,0,0
1,-0.23286624203822,0,0,0
1,0.28588235294118,0,1,0
1,-0.78512195121952,0,0,0
1,-0.8289430894309,0,0,0
1,-0.10437398373984,0,0,0
1,-0.38909803921568,0,0,0
1,-0.04931707317074,0,0,0
1,-0.11209756097562,0,0,0
1,0.69769105691056,0,1,0
1,-0.1830894308943,0,0,0
1,0.051725,0,1,0
1,-0.34440650406504,0,0,0
1,-0.7742125,0,0,0
1,-0.32360784313726,0,0,0
1,-0.99557723577236,0,0,0
1,0.46,0,1,0
1,-0.58665040650406,0,0,0
1,-0.43466666666666,0,0,0
1,-0.41780487804878,0,0,0
1,0.76856910569106,0,1,0
1,0.4283725490196,0,1,0
1,0.67264705882352,0,1,0
1,-0.1949268292683,0,0,0
1,0.30870588235294,0,1,0
1,-0.38178861788618,0,0,0
1,-0.84150980392156,0,0,0
1,-0.51515447154472,0,0,0
1,0.68023529411764,0,1,0
1,-0.61764705882352,0,0,0
1,-0.1439837398374,0,0,0
1,-0.13222764227642,0,0,0
1,0.97767479674796,0,1,0
1,-0.3160875,0,0,0
1,-0.488025477707,0,0,0
1,-0.39579617834394,0,0,0
1,-0.00388617886177999,0,0,0
1,0.48411764705882,0,1,0
1,-0.04211382113822,0,0,0
1,0.56154471544716,0,1,0
1,-0.8824676056338,0,0,0
1,0.35479674796748,0,1,0
1,0.13341176470588,0,1,0
1,-0.73090196078432,0,0,0
1,-0.2529756097561,0,0,0
1,-0.23360975609756,0,0,0
1,0.8235294117647,0,1,0
1,-0.92700350877192,0,0,0
1,0.45480392156862,0,1,0
1,-0.10891719745222,0,0,0
1,0.28484210526316,0,1,0
1,0.00407017543859984,0,1,0
1,0.24165605095542,0,1,0
1,-0.0679349593496001,0,0,0
1,0.45616260162602,0,1,0
1,-0.42684552845528,0,0,0
1,-0.4560975609756,0,0,0
1,-0.6092156862745,0,0,0
1,-0.25113821138212,0,0,0
1,0.75148169014084,0,1,0
1,0.0744227642276401,0,1,0
1,-0.5049756097561,0,0,0
1,-0.49272549019608,0,0,0
1,-0.0903252032520399,0,0,0
1,0.25723821138212,0,1,0
1,-0.22317647058824,0,0,0
1,-0.90227642276422,0,0,0
1,-0.12360784313726,0,0,0
1,-0.82162807017544,0,0,0
1,-0.80352845528456,0,0,0
1,-0.21479674796748,0,0,0
1,-0.97427368421052,0,0,0
1,-0.24424390243902,0,0,0
1,-0.39853658536586,0,0,0
1,-0.3412156862745,0,0,0
1,0.10678048780488,0,1,0
1,-0.6701052631579,0,0,0
1,-0.95121951219512,0,0,0
1,0.45610191082802,0,1,0
1,0.0455934959349601,0,1,0
1,-0.4706406504065,0,0,0
1,0.20624203821656,0,1,0
1,-0.29032520325204,0,0,0
1,0.98392156862746,0,1,0
1,0.7250894308943,0,1,0
1,0.65848780487804,0,1,0
1,-0.40833333333334,0,0,0
1,-0.25411764705882,0,0,0
1,0.8559674796748,0,1,0
1,-0.33275789473684,0,0,0
1,0.24528455284552,0,1,0
1,-0.79929824561404,0,0,0
1,-0.7763,0,0,0
1,-0.02680392156862,0,0,0
1,-0.28869918699186,0,0,0
1,0.76219512195122,0,1,0
1,-0.346081300813,0,0,0
1,-0.39479674796748,0,0,0
1,-0.81151219512196,0,0,0
1,-0.19401960784314,0,0,0
1,-0.23479674796748,0,0,0
1,0.74112280701754,0,1,0
1,-0.2499349593496,0,0,0
1,-0.56722807017544,0,0,0
1,-0.30426016260162,0,0,0
1,-0.70160975609756,0,0,0
1,0.34216560509554,0,1,0
1,0.00327017543859984,0,1,0
1,-0.88250406504066,0,0,0
1,-0.67274509803922,0,0,0
1,-0.6390596491228,0,0,0
1,0.97684552845528,0,1,0
1,-0.88967479674796,0,0,0
1,-0.20280392156862,0,0,0
1,0.17875872611464,0,1,0
1,0.90747967479674,0,1,0
1,0.79674509803922,0,1,0
1,-0.3883649122807,0,0,0
1,-0.48871544715448,0,0,0
1,0.60520325203252,0,1,0
1,-0.5659649122807,0,0,0
1,-0.1617625,0,0,0
1,-0.2335796178344,0,0,0
1,0.144,0,1,0
1,-0.78482926829268,0,0,0
1,-0.0840813008130001,0,0,0
1,-0.7440650406504,0,0,0
1,-0.24264705882352,0,0,0
1,-0.0809430894309,0,0,0
1,-0.32092156862746,0,0,0
1,-0.8089430894309,0,0,0
1,-0.76656910569106,0,0,0
1,0.62894267515924,0,1,0
1,0.24656862745098,0,1,0
1,-0.25251929824562,0,0,0
1,0.40045528455284,0,1,0
1,0.92359349593496,0,1,0
1,0.70771974522292,0,1,0
1,-0.48422764227642,0,0,0
1,-0.52926315789474,0,0,0
1,0.74696078431372,0,1,0
1,-0.33351219512196,0,0,0
1,0.0344065040650399,0,1,0
1,0.77260162601626,0,1,0
1,-0.1543137254902,0,0,0
1,0.12269918699186,0,1,0
1,0.0465040650406601,0,1,0
1,0.4389593495935,0,1,0
1,-0.12364705882352,0,0,0
1,0.25447154471544,0,1,0
1,-0.27628070175438,0,0,0
1,0.17551219512196,0,1,0
1,-0.64669918699188,0,0,0
1,0.1549918699187,0,1,0
1,-0.75959349593496,0,0,0
1,-0.81121951219512,0,0,0
1,-0.30479674796748,0,0,0
1,-0.88678048780488,0,0,0
1,0.11552280701754,0,1,0
1,-0.0892195121951201,0,0,0
1,-0.98369105691056,0,0,0
1,-0.7920894308943,0,0,0
1,-0.0577560975609798,0,0,0
1,0.6470406504065,0,1,0
1,0.0535098591549198,0,1,0
1,0.57884552845528,0,1,0
1,0.08943089430894,0,1,0
1,-0.83289430894308,0,0,0
1,0.74301960784314,0,1,0
1,-0.43313725490196,0,0,0
1,-0.68254901960784,0,0,0
1,-0.078081300813,0,0,0
1,0.4486274509804,0,1,0
1,0.0988823529411798,0,1,0
1,-0.53605882352942,0,0,0
1,0.29915447154472,0,1,0
1,0.0191568627451001,0,1,0
1,-0.25426751592356,0,0,0
1,0.88068292682926,0,1,0
1,0.81326829268292,0,1,0
1,0.89837398373984,0,1,0
1,-0.0355284552845598,0,0,0
1,0.96017834394904,0,1,0
1,-0.7027770700637,0,0,0
1,0.0594947368420999,0,1,0
1,0.26103921568628,0,1,0
1,0.56284552845528,0,1,0
1,0.11492156862746,0,1,0
1,-0.74717647058824,0,0,0
1,-0.18713375796178,0,0,0
1,-0.2050569105691,0,0,0
1,0.45538245614036,0,1,0
1,0.04982352941176,0,1,0
1,0.62478048780488,0,1,0
1,-0.32913821138212,0,0,0
1,0.90749295774648,0,1,0
1,-0.10874509803922,0,0,0
1,-0.71888235294118,0,0,0
1,0.95198039215686,0,1,0
1,0.51613008130082,0,1,0
1,-0.31365853658536,0,0,0
1,-0.6275,0,0,0
1,0.35666666666666,0,1,0
1,0.94807643312102,0,1,0
1,0.83396078431372,0,1,0
1,-0.47788070175438,0,0,0
1,-0.1403137254902,0,0,0
1,0.5870406504065,0,1,0
1,0.0852631578947399,0,1,0
1,0.99377235772358,0,1,0
1,0.0781300813008202,0,1,0
1,0.94853503184714,0,1,0
1,0.21176470588236,0,1,0
1,0.5083137254902,0,1,0
1,0.77092156862746,0,1,0
1,0.16450980392156,0,1,0
1,-0.82669918699188,0,0,0
1,0.88054901960784,0,1,0
1,-0.42218455284552,0,0,0
1,0.051725,0,1,0
1,0.46727450980392,0,1,0
1,0.69557723577236,0,1,0
1,-0.68528455284552,0,0,0
1,0.2242156862745,0,1,0
1,0.81745098039216,0,1,0
1,0.03543089430894,0,1,0
1,0.73173983739838,0,1,0
1,-0.0582165605095601,0,0,0
1,0.405,0,1,0
1,0.15477894736842,0,1,0
1,-0.71121886178862,0,0,0
1,0.86,0,1,0
1,0.949918699187,0,1,0
1,0.81541463414634,0,1,0
1,0.1168,0,1,0
1,-0.7033725490196,0,0,0
1,0.67677192982456,0,1,0
1,0.76627450980392,0,1,0
1,0.15321951219512,0,1,0
1,-0.82945098039216,0,0,0
1,0.51219512195122,0,1,0
1,0.23966666666666,0,1,0
1,0.46575796178344,0,1,0
1,-0.3170731707317,0,0,0
1,0.68341463414634,0,1,0
1,-0.41488,0,0,0
1,-0.87480701754386,0,0,0
1,-0.14144715447154,0,0,0
1,-0.0440392156862799,0,0,0
1,0.59305263157894,0,1,0
1,-0.88453658536586,0,0,0
1,-0.0845853658536598,0,0,0
1,-0.3643649122807,0,0,0
1,-0.72320325203252,0,0,0
1,0.1393137254902,0,1,0
1,0.53573983739838,0,1,0
1,-0.48369105691056,0,0,0
1,0.0556070175438599,0,1,0
1,-0.40252032520326,0,0,0
1,-0.2864,0,0,0
1,-0.0410105263157799,0,0,0
1,0.47333333333334,0,1,0
1,0.25733333333334,0,1,0
1,-0.526,0,0,0
1,0.0788406504064998,0,1,0
1,0.84019607843138,0,1,0
1,0.6484625,0,1,0
1,-0.5373725490196,0,0,0
1,0.26617886178862,0,1,0
1,-0.26147967479674,0,0,0
1,0.28256862745098,0,1,0
1,0.78049019607844,0,1,0
1,-0.03520325203252,0,0,0
1,0.0257543859649199,0,1,0
1,0.75508771929824,0,1,0
1,0.11148070175438,0,1,0
1,-0.26624561403508,0,0,0
1,-0.42466666666666,0,0,0
1,0.2669105691057,0,1,0
1,0.7670406504065,0,1,0
1,0.29739837398374,0,1,0
1,0.37254901960784,0,1,0
1,-0.1430406504065,0,0,0
1,-0.81016260162602,0,0,0
1,-0.24346496815286,0,0,0
1,-0.50576960784314,0,0,0
1,0.69041403508772,0,1,0
1,0.65788617886178,0,1,0
1,-0.4556862745098,0,0,0
1,-0.16659649122808,0,0,0
1,0.0892520325203201,0,1,0
1,-0.60296325203252,0,0,0
1,-0.23303921568628,0,0,0
1,0.65229268292682,0,1,0
1,0.7321568627451,0,1,0
1,-0.12960975609756,0,0,0
1,-0.7392701754386,0,0,0
1,-0.13414634146342,0,0,0
1,0.5756862745098,0,1,0
1,0.49682926829268,0,1,0
1,-0.83160470588236,0,0,0
1,-0.55943859649122,0,0,0
1,-0.76357723577236,0,0,0
1,-0.76357723577236,0,0,0
1,-0.0711176470588201,0,0,0
1,0.9199837398374,0,1,0
1,0.15192156862746,0,1,0
1,-0.10715447154472,0,0,0
1,0.27730081300814,0,1,0
1,0.76130081300812,0,1,0
1,0.76121951219512,0,1,0
1,0.19417647058824,0,1,0
1,-0.4189105691057,0,0,0
1,-0.1852229299363,0,0,0
1,-0.49640650406504,0,0,0
1,-0.85128421052632,0,0,0
1,0.7690081300813,0,1,0
1,-0.99713725490196,0,0,0
1,-0.48165605095542,0,0,0
1,-0.14071578947368,0,0,0
1,-0.56254901960784,0,0,0
1,0.42261052631578,0,1,0
1,0.0706666666666599,0,1,0
1,0.0600325203251999,0,1,0
1,0.24245098039216,0,1,0
1,-0.88941463414634,0,0,0
1,0.18068292682926,0,1,0
1,-0.08882352941176,0,0,0
1,-0.6223298245614,0,0,0
1,-0.94470588235294,0,0,0
1,-0.0991869918699202,0,0,0
1,0.68544715447154,0,1,0
1,-0.36213008130082,0,0,0
1,-0.27282113821138,0,0,0
1,0.10782165605096,0,1,0
1,-0.674,0,0,0
1,0.2672101910828,0,1,0
1,-0.97333333333334,0,0,0
1,0.41782113821138,0,1,0
1,-0.22910569105692,0,0,0
1,-0.49853658536586,0,0,0
1,0.0464715447154402,0,1,0
1,-0.82188617886178,0,0,0
1,0.56837398373984,0,1,0
1,-0.96365853658536,0,0,0
1,-0.94529411764706,0,0,0
1,0.87564705882352,0,1,0
1,-0.8803137254902,0,0,0
1,-0.3279837398374,0,0,0
1,0.38317647058824,0,1,0
1,0.0494146341463402,0,1,0
1,0.10245098039216,0,1,0
1,0.0904421052631598,0,1,0
1,0.52543137254902,0,1,0
1,0.97731707317074,0,1,0
1,0.49331707317074,0,1,0
1,0.11252032520326,0,1,0
1,0.6970947368421,0,1,0
1,-0.88466666666666,0,0,0
1,-0.71343137254902,0,0,0
1,-0.55372549019608,0,0,0
1,0.13535294117648,0,1,0
1,-0.45437398373984,0,0,0
1,-0.55839024390244,0,0,0
1,0.6749268292683,0,1,0
1,-0.4930894308943,0,0,0
1,-0.50286274509804,0,0,0
1,0.38878596491228,0,1,0
1,0.96370588235294,0,1,0
1,0.32127450980392,0,1,0
1,0.29775609756098,0,1,0
1,-0.74186666666666,0,0,0
1,0.63811382113822,0,1,0
1,-0.98313821138212,0,0,0
1,0.11460784313726,0,1,0
1,-0.3699349593496,0,0,0
1,-0.1489918699187,0,0,0
1,-0.39273885350318,0,0,0
1,-0.93260162601626,0,0,0
1,0.16404650406504,0,1,0
1,0.52822764227642,0,1,0
1,0.21430894308944,0,1,0
1,0.24686274509804,0,1,0
1,-0.6336274509804,0,0,0
1,-0.15943089430894,0,0,0
1,-0.87065040650406,0,0,0
1,0.62156862745098,0,1,0
1,0.31227642276422,0,1,0
1,-0.10983739837398,0,0,0
1,0.4660975609756,0,1,0
1,-0.000650406504060084,0,0,0
1,0.7638,0,1,0
1,-0.2336305732484,0,0,0
1,-0.8999837398374,0,0,0
1,-0.836,0,0,0
1,-0.48069918699186,0,0,0
1,-0.25371284552846,0,0,0
1,0.29705219512196,0,1,0
1,-0.4788762745098,0,0,0
1,-0.36411382113822,0,0,0
1,0.85783859649122,0,1,0
1,0.86445528455284,0,1,0
1,-0.28873170731708,0,0,0
1,0.33125203252032,0,1,0
1,0.96170731707318,0,1,0
1,-0.8371568627451,0,0,0
1,-0.16414634146342,0,0,0
1,-0.06039215686274,0,0,0
1,0.0669411764705801,0,1,0
1,0.2979674796748,0,1,0
1,0.0499837398373998,0,1,0
1,0.44894117647058,0,1,0
1,0.0820487804878001,0,1,0
1,0.31552845528456,0,1,0
1,-0.63175,0,0,0
1,-0.1110731707317,0,0,0
1,0.0807479674796799,0,1,0
1,0.36270063694268,0,1,0
1,-0.74011382113822,0,0,0
1,0.67785365853658,0,1,0
1,0.14211382113822,0,1,0
1,-0.99014012738854,0,0,0
1,-0.89465263157894,0,0,0
1,-0.92326829268292,0,0,0
1,0.9413137254902,0,1,0
1,-0.79464705882352,0,0,0
1,-0.37923577235772,0,0,0
1,-0.45976470588236,0,0,0
1,0.34121951219512,0,1,0
1,-0.48064705882352,0,0,0
1,-0.8229593495935,0,0,0
1,0.00769105691055993,0,1,0
1,-0.83975609756098,0,0,0
1,0.78813008130082,0,1,0
1,-0.4240325203252,0,0,0
1,0.8860650406504,0,1,0
1,0.75941463414634,0,1,0
1,-0.2227843137255,0,0,0
1,0.4092156862745,0,1,0
1,0.59341463414634,0,1,0
1,-0.99245528455284,0,0,0
1,-0.3759512195122,0,0,0
1,0.95113725490196,0,1,0
1,-0.72286178861788,0,0,0
1,0.25372549019608,0,1,0
1,-0.4578431372549,0,0,0
1,0.64271544715448,0,1,0
1,0.5547125,0,1,0
1,0.0862941176470598,0,1,0
1,-0.5970731707317,0,0,0
1,0.56617647058824,0,1,0
1,-0.71570588235294,0,0,0
1,0.50065040650406,0,1,0
1,-0.5751568627451,0,0,0
1,-0.0579512195121999,0,0,0
1,-0.3199024390244,0,0,0
1,-0.947775,0,0,0
1,0.21032520325204,0,1,0
1,0.9493137254902,0,1,0
1,-0.29541176470588,0,0,0
1,-0.531,0,0,0
1,0.68640650406504,0,1,0
1,-0.8125294117647,0,0,0
1,-0.85468292682926,0,0,0
1,0.56151578947368,0,1,0
1,0.29125490196078,0,1,0
1,-0.37910569105692,0,0,0
1,-0.5399298245614,0,0,0
1,-0.71043902439024,0,0,0
1,-0.55095541401274,0,0,0
1,0.3438596491228,0,1,0
1,0.67526829268292,0,1,0
1,0.27503184713376,0,1,0
1,-0.0848701754385998,0,0,0
1,-0.42252631578948,0,0,0
1,-0.1074705882353,0,0,0
1,-0.0348780487804801,0,0,0
1,-0.01319607843138,0,0,0
1,-0.51333333333334,0,0,0
1,0.58301960784314,0,1,0
1,-0.57455284552846,0,0,0
1,0.59264561403508,0,1,0
1,0.61564331210192,0,1,0
1,0.48517647058824,0,1,0
1,-0.80876422764228,0,0,0
1,0.9460162601626,0,1,0
1,0.68766666666666,0,1,0
1,0.66619607843138,0,1,0
1,0.74943089430894,0,1,0
1,0.3898947368421,0,1,0
1,0.81450980392156,0,1,0
1,0.29925490196078,0,1,0
1,0.00350877192982007,0,1,0
1,0.6019024390244,0,1,0
1,0.57867515923566,0,1,0
1,-0.36565853658536,0,0,0
1,0.76352845528456,0,1,0
1,-0.7124705882353,0,0,0
1,-0.22704561403508,0,0,0
1,-0.63770588235294,0,0,0
1,0.54372549019608,0,1,0
1,0.04060784313726,0,1,0
1,0.16938947368422,0,1,0
1,0.91325203252032,0,1,0
1,-0.05120325203252,0,0,0
1,0.10756097560976,0,1,0
1,-0.74011382113822,0,0,0
1,0.51280392156862,0,1,0
1,-0.60815286624204,0,0,0
1,-0.25725490196078,0,0,0
1,0.94660162601626,0,1,0
1,0.2260162601626,0,1,0
1,0.2082125,0,1,0
1,0.4685294117647,0,1,0
1,-0.61256910569106,0,0,0
1,0.1727843137255,0,1,0
1,0.9915923566879,0,1,0
1,0.69294117647058,0,1,0
1,0.43954140127388,0,1,0
1,-0.03360784313726,0,0,0
1,-0.9862156862745,0,0,0
1,-0.53513725490196,0,0,0
1,0.20430894308944,0,1,0
1,-0.42919298245614,0,0,0
1,-0.23170731707318,0,0,0
1,-0.0983333333333401,0,0,0
1,0.3093137254902,0,1,0
1,0.77450980392156,0,1,0
1,-0.89777235772358,0,0,0
1,0.36678048780488,0,1,0
1,0.85607643312102,0,1,0
1,-0.67967479674796,0,0,0
1,0.12896078431372,0,1,0
1,0.99017886178862,0,1,0
1,0.3670081300813,0,1,0
1,0.9883725490196,0,1,0
1,0.40659649122808,0,1,0
1,-0.11170731707318,0,0,0
1,0.0890894308943,0,1,0
1,0.42214634146342,0,1,0
1,0.212,0,1,0
1,0.23065040650406,0,1,0
1,-0.30365853658536,0,0,0
1,0.92986666666666,0,1,0
1,-0.22344715447154,0,0,0
1,-0.00242276422764007,0,0,0
1,0.32449122807018,0,1,0
1,-0.81460162601626,0,0,0
1,-0.52666666666666,0,0,0
1,0.03211382113822,0,1,0
1,0.8224705882353,0,1,0
1,-0.85861788617886,0,0,0
1,-0.8061568627451,0,0,0
1,-0.48959349593496,0,0,0
1,0.46268070175438,0,1,0
1,-0.50276470588236,0,0,0
1,0.61214634146342,0,1,0
1,-0.98544715447154,0,0,0
1,0.6207843137255,0,1,0
1,0.257918699187,0,1,0
1,0.0853757961783402,0,1,0
1,0.9357843137255,0,1,0
1,0.69731707317074,0,1,0
1,-0.97865040650406,0,0,0
1,0.54121951219512,0,1,0
1,-0.0238211382113801,0,0,0
1,-0.70245098039216,0,0,0
1,0.42409803921568,0,1,0
1,-0.0450955414012798,0,0,0
1,-0.35803921568628,0,0,0
1,-0.93182352941176,0,0,0
1,-0.97761403508772,0,0,0
1,-0.27157894736842,0,0,0
1,0.0177843137255,0,1,0
1,0.45538245614036,0,1,0
1,0.17834394904458,0,1,0
1,0.84486178861788,0,1,0
1,0.28626016260162,0,1,0
1,0.69731707317074,0,1,0
1,-0.20617886178862,0,0,0
1,-0.43994117647058,0,0,0
1,0.7999837398374,0,1,0
1,0.2422156862745,0,1,0
1,-0.66024390243902,0,0,0
1,0.0717473684210599,0,1,0
1,0.45323529411764,0,1,0
1,0.38404210526316,0,1,0
1,0.79156097560976,0,1,0
1,-0.5015294117647,0,0,0
1,0.99634146341464,0,1,0
1,0.1556862745098,0,1,0
1,-0.5682245614035,0,0,0
1,-0.72026016260162,0,0,0
1,0.71277192982456,0,1,0
1,0.27450980392156,0,1,0
1,-0.47455284552846,0,0,0
1,0.16856862745098,0,1,0
1,-0.95470588235294,0,0,0
1,0.0430081300812999,0,1,0
1,0.4115294117647,0,1,0
1,0.14517647058824,0,1,0
1,-0.54946341463414,0,0,0
1,-0.4959349593496,0,0,0
1,0.34946341463414,0,1,0
1,-0.0379108280254801,0,0,0
1,0.37069918699186,0,1,0
1,-0.71086178861788,0,0,0
1,-0.10650406504066,0,0,0
1,0.23775438596492,0,1,0
1,0.94076422764228,0,1,0
1,-0.57957894736842,0,0,0
1,0.13577235772358,0,1,0
1,0.65658536585366,0,1,0
1,-0.46923529411764,0,0,0
1,0.5084331210191,0,1,0
1,0.8739837398374,0,1,0
1,0.0432941176470598,0,1,0
1,0.3390243902439,0,1,0
1,-0.91534959349594,0,0,0
1,0.4050375,0,1,0
1,-0.0373473684210599,0,0,0
1,0.57754901960784,0,1,0
1,0.81554140127388,0,1,0
1,0.59248780487804,0,1,0
1,0.70287804878048,0,1,0
1,-0.0449593495935002,0,0,0
1,-0.62430894308944,0,0,0
1,0.53432520325204,0,1,0
1,0.10972357723578,0,1,0
1,0.0824390243902399,0,1,0
1,0.12011764705882,0,1,0
1,0.15203921568628,0,1,0
1,0.13388235294118,0,1,0
1,-0.0154471544715401,0,0,0
1,0.74609803921568,0,1,0
1,-0.61874796747968,0,0,0
1,-0.1609918699187,0,0,0
1,-0.35838596491228,0,0,0
1,0.33144715447154,0,1,0
1,0.28390196078432,0,1,0
1,-0.98289430894308,0,0,0
1,-0.29666666666666,0,0,0
1,-0.38294117647058,0,0,0
1,-0.34561403508772,0,0,0
1,0.6529427368421,0,1,0
1,-0.788,0,0,0
1,0.96663414634146,0,1,0
1,0.75928421052632,0,1,0
1,-0.44254901960784,0,0,0
1,0.67176470588236,0,1,0
1,0.20218529411764,0,1,0
1,0.08868292682926,0,1,0
1,-0.81072549019608,0,0,0
1,0.67076470588236,0,1,0
1,-0.96676470588236,0,0,0
1,0.1458947368421,0,1,0
1,-0.36375,0,0,0
1,-0.90925203252032,0,0,0
1,0.8423298245614,0,1,0
1,-0.860081300813,0,0,0
1,-0.1161525614035,0,0,0
1,0.40050955414012,0,1,0
1,-0.4881403508772,0,0,0
1,0.5040325203252,0,1,0
1,-0.90377235772358,0,0,0
1,0.7064,0,1,0
1,-0.90665040650406,0,0,0
1,0.0999298245614002,0,1,0
1,-0.35910569105692,0,0,0
1,-0.2063694267516,0,0,0
1,0.24194117647058,0,1,0
1,-0.18606921568628,0,0,0
1,0.86871544715448,0,1,0
1,-0.0300162601626002,0,0,0
1,-0.14070175438596,0,0,0
1,-0.12631578947368,0,0,0
1,0.96508048780488,0,1,0
1,0.358,0,1,0
1,0.58471544715448,0,1,0
1,0.06488125,0,1,0
1,-0.92819512195122,0,0,0
1,0.17562601626016,0,1,0
1,-0.15627450980392,0,0,0
1,-0.40785365853658,0,0,0
1,0.64980487804878,0,1,0
1,-0.0246341463414599,0,0,0
1,-0.26588617886178,0,0,0
1,-0.80990196078432,0,0,0
1,0.76027450980392,0,1,0
1,-0.65505732484076,0,0,0
1,-0.86821138211382,0,0,0
1,0.2028025477707,0,1,0
1,0.7392701754386,0,1,0
1,0.5137403508772,0,1,0
1,-0.62903921568628,0,0,0
1,0.7871568627451,0,1,0
1,-0.446522,1,0,0
